20,109,379,382
20,120,160,180
20,151,353,362
20,170,400,410
20,198,565,573
20,285,1240,1245
20,304,492,528
20,322,669,693
20,344,1840,1844
20,522,646,744
20,582,1296,1334
20,646,1081,1153
20,652,656,824
20,864,1744,1812
20,928,1228,1384
20,1566,1906,2208
21,28,35,42
21,42,51,60
21,43,84,88
21,46,188,189
21,70,126,133
21,126,168,189
21,162,171,210
21,198,532,541
21,238,798,805
21,252,259,322
21,357,909,927
21,435,581,653
21,490,491,618
21,490,1011,1048
21,651,1094,1166
21,847,917,1113
21,938,1348,1485
21,951,1575,1683
21,1210,1715,1896
22,30,54,58
22,51,54,67
22,57,255,256
22,75,140,147
22,132,176,198
22,187,440,451
22,320,353,425
22,342,905,921
22,474,1112,1140
22,752,1367,1439
22,986,1068,1296
22,1214,1502,1730
23,81,300,302
23,86,97,116
23,94,105,126
23,102,265,270
23,138,184,207
23,140,958,959
23,171,913,915
23,178,200,239
23,477,1335,1355
24,32,40,48
24,38,106,108
24,62,204,206
24,80,144,152
24,102,132,150
24,128,132,164
24,144,192,216
24,159,382,391
24,162,272,290
24,172,318,334
24,197,379,396
24,204,480,492
24,249,752,761
24,272,912,920
24,288,296,368
24,342,1488,1494
24,389,547,606
24,476,630,710
24,508,720,796
24,535,1068,1111
24,687,708,879
24,716,864,1004
24,968,1048,1272
24,992,1530,1658
24,1048,1094,1350
24,1432,1826,2082
24,1524,1744,2068
25,31,86,88
25,38,87,90
25,48,74,81
25,68,190,193
25,92,167,176
25,150,200,225
25,380,615,660
25,708,1938,1969
25,815,820,1030
25,1160,1535,1730
25,1231,1394,1660
25,1452,1854,2113
26,55,78,87
26,102,208,216
26,130,242,254
26,156,208,234
26,221,520,533
26,312,397,453
26,369,1828,1833
26,1296,1585,1833
27,30,37,46
27,36,45,54
27,46,197,198
27,64,306,307
27,90,162,171
27,162,216,243
27,165,348,360
27,174,765,768
27,232,317,354
27,275,697,711
27,285,646,664
27,306,1026,1035
27,324,333,414
27,338,589,624
27,406,413,516
27,485,552,656
27,549,660,768
27,764,1090,1203
27,870,1749,1818
27,1089,1179,1431
27,1098,1740,1875
27,1338,1432,1747
27,1681,1901,2265
27,1893,1926,2406
28,46,140,142
28,53,75,84
28,56,68,80
28,119,154,175
28,168,224,252
28,216,228,280
28,238,560,574
28,358,1379,1387
28,378,528,586
28,399,1736,1743
28,476,1212,1236
28,602,1542,1572
28,1090,1646,1792
29,34,44,53
29,75,96,110
29,174,232,261
29,342,475,528
29,369,1087,1101
29,439,537,621
29,556,1947,1962
29,636,1116,1181
29,859,1304,1418
30,40,50,60
30,84,98,116
30,100,180,190
30,128,594,596
30,160,165,205
30,164,178,216
30,180,240,270
30,228,460,478
30,255,600,615
30,266,427,459
30,340,1140,1150
30,360,370,460
30,369,1360,1369
30,426,562,634
30,456,738,792
30,552,1756,1774
30,635,900,995
30,766,846,1018
30,783,969,1116
30,873,1944,2001
30,895,1080,1255
30,978,984,1236
30,1210,1310,1590
30,1228,1490,1728
30,1302,1342,1666
30,1392,1842,2076
30,1462,1697,2001
31,33,72,76
31,64,137,142
31,95,219,225
31,186,248,279
31,248,270,327
31,281,1108,1114
31,296,1697,1700
31,865,1388,1492
31,942,1593,1696
31,1504,1577,1942
32,46,82,88
32,54,85,93
32,94,216,222
32,102,426,428
32,136,176,200
32,192,256,288
32,272,640,656
32,310,335,407
32,370,827,851
32,385,679,718
32,426,1350,1364
32,456,1984,1992
32,457,479,590
32,753,783,968
32,916,944,1172
32,940,1314,1458
32,1186,1700,1874
33,44,55,66
33,45,81,87
33,70,92,105
33,110,198,209
33,198,264,297
33,212,796,801
33,316,1223,1230
33,374,1254,1265
33,396,407,506
33,424,890,921
33,438,1760,1769
33,457,1779,1789
33,522,1004,1049
33,711,1668,1710
33,1240,1479,1726
33,1331,1441,1749
33,1479,1602,1944
34,39,65,72
34,80,172,178
34,114,354,358
34,123,173,192
34,204,272,306
34,249,855,862
34,270,1280,1284
34,289,680,697
34,350,760,784
34,382,548,604
34,405,1299,1312
34,1038,1280,1476
34,1128,1614,1780
34,1374,1388,1740
35,70,85,100
35,77,202,206
35,210,280,315
35,270,285,350
35,532,861,924
35,595,1515,1545
35,1141,1148,1442
36,38,42,56
36,38,61,69
36,48,60,72
36,57,159,162
36,93,306,309
36,120,216,228
36,147,341,350
36,153,198,225
36,192,198,246
36,216,288,324
36,220,464,480
36,232,1020,1024
36,242,334,372
36,243,408,435
36,258,477,501
36,274,824,834
36,306,720,738
36,334,386,456
36,386,846,872
36,408,1368,1380
36,432,444,552
36,698,852,986
36,714,945,1065
36,732,880,1024
36,762,1080,1194
36,1074,1296,1506
36,1161,1342,1585
36,1452,1572,1908
36,1572,1641,2025
37,174,1331,1332
37,222,296,333
37,279,495,523
37,360,539,588
37,396,552,613
37,564,710,813
37,1043,1046,1316
37,1382,1835,2066
38,43,66,75
38,48,79,87
38,57,124,129
38,106,180,192
38,120,138,164
38,184,202,244
38,186,516,524
38,228,304,342
38,295,337,400
38,323,760,779
38,406,1358,1370
38,724,730,916
38,739,1045,1156
38,835,1229,1346
38,1056,1114,1368
39,52,65,78
39,130,234,247
39,146,156,191
39,153,312,324
39,195,363,381
39,234,312,351
39,442,1482,1495
39,468,481,598
39,1573,1703,2067
40,108,158,174
40,141,366,373
40,170,220,250
40,178,974,976
40,203,309,336
40,218,758,764
40,239,1233,1236
40,240,320,360
40,273,303,364
40,302,706,724
40,340,800,820
40,381,491,558
40,396,1130,1146
40,608,984,1056
40,644,1338,1386
40,1044,1292,1488
40,1145,1180,1465
40,1304,1312,1648
41,114,319,324
41,225,1381,1383
41,244,562,577
41,246,328,369
41,663,1464,1508
41,700,959,1070
41,1096,1376,1577
41,1185,1593,1787
42,56,70,84
42,69,210,213
42,83,205,210
42,84,102,120
42,86,168,176
42,92,376,378
42,140,252,266
42,181,315,334
42,224,231,287
42,252,336,378
42,324,342,420
42,329,447,500
42,357,840,861
42,396,1064,1082
42,476,1596,1610
42,504,518,644
42,567,792,879
42,714,1818,1854
42,870,1162,1306
42,889,1260,1393
42,980,982,1236
42,1210,1239,1543
42,1253,1512,1757
42,1694,1834,2226
43,230,1165,1168
43,258,344,387
43,726,1098,1195
44,51,118,123
44,60,108,116
44,73,128,137
44,102,108,134
44,114,510,512
44,150,280,294
44,173,1324,1325
44,187,242,275
44,199,300,327
44,264,352,396
44,374,880,902
44,553,1183,1222
44,586,687,807
44,640,706,850
44,684,1810,1842
44,1003,1685,1796
45,53,199,201
45,60,75,90
45,69,79,97
45,126,147,174
45,150,270,285
45,192,891,894
45,246,267,324
45,270,360,405
45,275,580,600
45,290,1275,1280
45,342,690,717
45,428,544,621
45,508,816,877
45,510,1710,1725
45,540,555,690
45,639,843,951
45,684,1107,1188
45,915,1100,1280
45,922,1779,1858
45,1149,1269,1527
45,1467,1476,1854
45,1815,1965,2385
46,47,148,151
46,126,201,217
46,162,600,604
46,172,194,232
46,188,210,252
46,197,531,540
46,204,530,540
46,276,368,414
46,280,1916,1918
46,326,467,515
46,342,1826,1830
46,356,400,478
46,391,920,943
46,510,1655,1671
46,564,1203,1243
47,75,295,297
47,97,162,174
47,282,376,423
47,350,406,479
47,358,561,606
47,392,406,503
47,604,842,935
48,64,80,96
48,69,123,132
48,76,212,216
48,85,491,492
48,109,684,685
48,124,408,412
48,133,147,178
48,137,142,177
48,141,324,333
48,153,639,642
48,160,288,304
48,204,264,300
48,256,264,328
48,268,285,349
48,288,384,432
48,318,764,782
48,324,544,580
48,344,636,668
48,359,1180,1191
48,394,758,792
48,408,960,984
48,498,1504,1522
48,544,1824,1840
48,576,592,736
48,778,1094,1212
48,952,1260,1420
48,1016,1440,1592
48,1213,1496,1725
48,1374,1416,1758
48,1410,1971,2187
48,1432,1728,2008
49,80,263,266
49,84,102,121
49,98,119,140
49,122,462,465
49,294,392,441
49,378,399,490
50,61,64,85
50,62,172,176
50,67,216,219
50,74,97,113
50,76,174,180
50,96,148,162
50,136,380,386
50,172,257,281
50,173,499,506
50,184,285,309
50,184,334,352
50,300,400,450
50,425,1000,1025
50,760,1230,1320
50,828,1039,1191
50,1065,1732,1857
50,1305,1615,1860
50,1630,1640,2060
51,68,85,102
51,82,477,478
51,120,258,267
51,152,190,219
51,170,306,323
51,171,531,537
51,232,461,480
51,306,408,459
51,405,1920,1926
51,430,438,547
51,445,726,778
51,461,736,792
51,525,1140,1176
51,573,822,906
51,578,1938,1955
51,612,629,782
51,922,1301,1440
51,1067,1671,1805
51,1557,1920,2214
52,110,156,174
52,204,416,432
52,221,286,325
52,260,484,508
52,312,416,468
52,442,1040,1066
52,624,794,906
53,58,194,197
53,153,291,305
53,318,424,477
53,531,1882,1896
53,633,1473,1511
54,57,63,84
54,60,74,92
54,72,90,108
54,80,163,171
54,92,394,396
54,128,612,614
54,152,387,395
54,163,204,235
54,180,324,342
54,183,478,487
54,200,579,587
54,288,297,369
54,324,432,486
54,330,696,720
54,348,1530,1536
54,363,501,558
54,411,1236,1251
54,459,1080,1107
54,464,634,708
54,501,579,684
54,550,1394,1422
54,570,1292,1328
54,579,1269,1308
54,648,666,828
54,676,1178,1248
54,761,1471,1536
54,812,826,1032
54,843,877,1084
54,970,1104,1312
54,1047,1278,1479
54,1098,1320,1536
54,1143,1620,1791
54,1611,1944,2259
55,75,135,145
55,113,296,302
55,128,500,503
55,281,782,794
55,330,440,495
55,836,1353,1452
55,972,1929,2008
55,1793,1804,2266
56,61,210,213
56,92,280,284
56,102,223,231
56,106,150,168
56,112,136,160
56,133,163,190
56,238,308,350
56,336,448,504
56,432,456,560
56,476,1120,1148
56,756,1056,1172
56,1060,1341,1533
56,1603,1652,2051
57,68,180,185
57,76,95,114
57,82,495,496
57,126,280,289
57,146,180,209
57,159,270,288
57,180,207,246
57,190,342,361
57,248,1012,1017
57,276,303,366
57,279,774,786
57,284,831,842
57,342,456,513
57,360,466,529
57,443,1195,1215
57,684,703,874
57,908,1927,1992
57,1086,1095,1374
57,1584,1671,2052
58,59,69,90
58,68,88,106
58,75,453,454
58,105,671,672
58,131,160,187
58,150,192,220
58,157,179,214
58,201,255,292
58,348,464,522
58,453,1539,1552
58,493,1160,1189
58,605,1178,1229
58,684,950,1056
58,791,1673,1730
58,817,1640,1705
58,830,1361,1457
58,878,1074,1242
58,1490,1641,1977
59,93,148,162
59,163,499,505
59,233,1033,1037
59,354,472,531
59,1058,1069,1340
60,80,100,120
60,95,265,270
60,155,510,515
60,162,237,261
60,168,196,232
60,200,360,380
60,255,330,375
60,256,1188,1192
60,267,1461,1464
60,320,330,410
60,327,1137,1146
60,328,356,432
60,342,395,467
60,360,480,540
60,405,680,725
60,430,795,835
60,453,1059,1086
60,456,920,956
60,510,1200,1230
60,532,854,918
60,575,649,774
60,594,1695,1719
60,720,740,920
60,852,1124,1268
60,912,1476,1584
60,1069,1683,1816
60,1190,1575,1775
60,1270,1800,1990
60,1532,1692,2036
60,1566,1938,2232
60,1956,1968,2472
61,90,564,565
61,344,528,573
61,366,488,549
61,524,1782,1797
61,537,1037,1083
61,830,1338,1437
62,66,144,152
62,128,274,284
62,183,649,654
62,190,438,450
62,372,496,558
62,477,1810,1821
62,496,540,654
62,527,1240,1271
62,571,692,803
62,1123,1142,1427
63,84,105,126
63,126,153,180
63,129,252,264
63,138,564,567
63,210,378,399
63,228,665,674
63,378,504,567
63,385,812,840
63,406,1785,1792
63,448,1514,1527
63,486,513,630
63,539,1405,1431
63,594,1596,1623
63,756,777,966
63,1281,1540,1792
63,1305,1743,1959
63,1470,1473,1854
64,75,477,478
64,92,164,176
64,107,405,408
64,108,170,186
64,155,664,667
64,188,432,444
64,204,852,856
64,272,352,400
64,297,1119,1126
64,384,512,576
64,544,1280,1312
64,620,670,814
64,740,1654,1702
64,770,1358,1436
64,914,958,1180
64,1329,1655,1902
64,1506,1566,1936
64,1832,1888,2344
65,87,142,156
65,127,248,260
65,255,520,540
65,286,527,554
65,325,605,635
65,390,520,585
65,988,1599,1716
66,88,110,132
66,90,162,174
66,97,632,633
66,117,260,269
66,140,184,210
66,153,162,201
66,171,765,768
66,220,396,418
66,225,420,441
66,352,363,451
66,396,528,594
66,424,1592,1602
66,561,1320,1353
66,792,814,1012
66,848,1780,1842
66,960,1059,1275
66,1397,1980,2189
67,167,177,219
67,402,536,603
67,654,900,1003
68,78,130,144
68,113,166,185
68,160,344,356
68,228,708,716
68,246,346,384
68,289,374,425
68,408,544,612
68,498,1710,1724
68,578,1360,1394
68,683,964,1067
68,700,1520,1568
68,709,979,1090
68,764,1096,1208
68,807,985,1140
68,1096,1415,1607
68,1219,1500,1731
68,1338,1669,1917
69,92,115,138
69,99,146,164
69,123,124,160
69,230,414,437
69,243,900,906
69,258,291,348
69,282,315,378
69,306,795,810
69,328,387,454
69,414,552,621
69,419,786,824
69,447,893,929
69,534,600,717
69,562,600,733
69,828,851,1058
69,1698,1699,2140
70,115,350,355
70,140,170,200
70,154,404,412
70,420,560,630
70,540,570,700
70,595,1400,1435
70,945,1320,1465
70,1064,1722,1848
71,73,138,150
71,81,384,386
71,150,262,279
71,177,262,288
71,310,488,527
71,426,568,639
71,580,1273,1312
71,780,910,1071
71,929,1090,1280
71,1503,1783,2085
72,76,84,112
72,76,122,138
72,85,122,141
72,96,120,144
72,114,318,324
72,157,446,453
72,186,612,618
72,240,432,456
72,257,327,374
72,294,682,700
72,306,396,450
72,384,396,492
72,432,576,648
72,440,928,960
72,477,1146,1173
72,484,668,744
72,486,816,870
72,516,954,1002
72,548,1648,1668
72,556,915,979
72,591,1137,1188
72,612,1440,1476
72,668,772,912
72,772,1692,1744
72,864,888,1104
72,1167,1641,1818
72,1396,1704,1972
72,1428,1890,2130
72,1464,1760,2048
73,120,314,321
73,123,431,435
73,135,170,198
73,174,207,244
73,271,1838,1840
73,314,498,537
73,438,584,657
73,470,503,614
73,648,759,892
74,325,1963,1966
74,348,475,531
74,444,592,666
74,558,990,1046
74,612,1141,1197
74,629,1480,1517
74,720,1078,1176
74,792,1104,1226
74,1128,1420,1626
74,1230,1551,1775
75,93,258,264
75,100,125,150
75,114,261,270
75,136,989,990
75,144,222,243
75,166,1290,1291
75,204,570,579
75,210,245,290
75,250,450,475
75,276,501,528
75,320,1485,1490
75,366,410,491
75,410,445,540
75,450,600,675
75,570,1150,1195
75,636,989,1070
75,729,1877,1913
75,900,925,1150
75,1065,1405,1585
75,1140,1845,1980
76,86,132,150
76,96,158,174
76,114,248,258
76,141,171,202
76,165,192,229
76,171,1346,1347
76,212,360,384
76,240,276,328
76,323,418,475
76,368,404,488
76,372,1032,1048
76,456,608,684
76,543,860,927
76,552,905,969
76,590,674,800
76,646,1520,1558
76,1448,1460,1832
77,105,189,203
77,154,187,220
77,462,616,693
77,594,627,770
78,104,130,156
78,165,234,261
78,172,195,235
78,260,468,494
78,292,312,382
78,306,624,648
78,390,726,762
78,416,429,533
78,468,624,702
78,663,1560,1599
78,775,1422,1495
78,936,962,1196
78,936,1191,1359
79,122,505,508
79,245,357,393
79,264,945,952
79,377,634,676
79,474,632,711
79,1207,1583,1789
80,115,205,220
80,216,316,348
80,219,388,411
80,229,1178,1181
80,235,540,555
80,255,1065,1070
80,261,739,750
80,282,732,746
80,340,440,500
80,356,1948,1952
80,406,618,672
80,436,1516,1528
80,480,640,720
80,524,835,899
80,546,606,728
80,604,1412,1448
80,606,793,897
80,680,1600,1640
80,757,779,968
80,762,982,1116
80,1156,1541,1733
80,1216,1968,2112
81,90,111,138
81,108,135,162
81,138,591,594
81,147,167,203
81,192,918,921
81,202,239,282
81,270,486,513
81,307,1565,1569
81,426,610,673
81,478,1671,1684
81,486,648,729
81,495,1044,1080
81,498,535,652
81,544,1455,1480
81,696,951,1062
81,855,1938,1992
81,892,1052,1233
81,972,999,1242
81,1014,1767,1872
81,1168,1455,1672
81,1218,1239,1548
81,1455,1656,1968
81,1647,1980,2304
82,119,497,500
82,228,638,648
82,476,1215,1239
82,488,1124,1154
82,492,656,738
82,495,1761,1774
82,575,1257,1296
82,697,1640,1681
82,1400,1918,2140
82,1853,1899,2364
83,261,654,668
83,405,466,552
83,498,664,747
83,565,879,951
83,1093,1168,1426
84,112,140,168
84,133,371,378
84,138,420,426
84,159,225,252
84,166,410,420
84,168,204,240
84,172,336,352
84,184,752,756
84,217,714,721
84,280,504,532
84,357,462,525
84,362,630,668
84,448,462,574
84,504,672,756
84,534,805,877
84,567,952,1015
84,602,1113,1169
84,648,684,840
84,658,894,1000
84,714,1680,1722
84,1008,1036,1288
84,1134,1584,1758
84,1960,1964,2472
85,107,220,232
85,138,171,202
85,200,430,445
85,207,887,891
85,285,885,895
85,353,397,475
85,491,1812,1824
85,510,680,765
85,563,1812,1830
85,586,896,973
85,818,851,1052
85,875,1900,1960
85,908,1592,1685
85,955,1370,1510
86,95,97,134
86,516,688,774
86,731,1720,1763
86,769,783,978
87,102,132,159
87,116,145,174
87,150,382,391
87,225,288,330
87,290,522,551
87,297,316,388
87,369,449,521
87,522,696,783
87,730,921,1054
87,935,1359,1493
87,1026,1425,1584
87,1044,1073,1334
87,1317,1611,1863
88,95,412,415
88,102,236,246
88,120,216,232
88,146,256,274
88,204,216,268
88,222,291,331
88,228,1020,1024
88,235,509,526
88,300,560,588
88,374,484,550
88,386,887,911
88,398,600,654
88,461,1907,1916
88,528,704,792
88,748,1760,1804
88,1172,1374,1614
88,1220,1679,1871
88,1280,1412,1700
89,231,456,476
89,423,876,908
89,534,712,801
89,655,850,964
89,655,1058,1136
90,95,105,140
90,106,398,402
90,120,150,180
90,138,158,194
90,201,568,577
90,252,294,348
90,300,540,570
90,384,1782,1788
90,398,799,831
90,480,495,615
90,492,534,648
90,540,720,810
90,550,1160,1200
90,599,1138,1191
90,605,835,930
90,684,1380,1434
90,765,1800,1845
90,798,1281,1377
90,835,965,1140
90,856,1088,1242
90,1016,1632,1754
90,1080,1110,1380
90,1278,1686,1902
91,120,909,910
91,182,221,260
91,314,462,507
91,357,728,756
91,455,847,889
91,546,728,819
91,702,741,910
92,94,296,302
92,252,402,434
92,324,1200,1208
92,344,388,464
92,376,420,504
92,391,506,575
92,394,1062,1080
92,408,1060,1080
92,552,736,828
92,652,934,1030
92,712,800,956
92,782,1840,1886
92,901,1427,1538
93,99,216,228
93,124,155,186
93,155,180,218
93,192,411,426
93,242,244,309
93,251,622,636
93,269,1837,1839
93,285,657,675
93,310,558,589
93,558,744,837
93,631,1245,1297
93,744,810,981
93,1116,1147,1426
93,1230,1475,1718
93,1275,1984,2146
94,96,99,139
94,149,387,396
94,150,590,594
94,194,324,348
94,473,1983,1992
94,564,752,846
94,700,812,958
94,716,1122,1212
94,784,812,1006
94,799,1880,1927
94,1208,1684,1870
95,196,248,287
95,229,327,363
95,265,450,480
95,300,345,410
95,362,1513,1520
95,393,544,606
95,417,432,536
95,458,1570,1583
95,460,505,610
95,465,1290,1310
95,472,1977,1986
95,509,1243,1271
95,570,760,855
95,679,1119,1197
95,1209,1534,1752
95,1810,1825,2290
95,1966,1977,2484
96,107,141,170
96,128,160,192
96,138,246,264
96,152,424,432
96,162,255,279
96,163,198,235
96,170,982,984
96,205,1779,1780
96,218,1368,1370
96,248,816,824
96,266,294,356
96,274,284,354
96,282,648,666
96,306,1278,1284
96,320,576,608
96,408,528,600
96,460,683,747
96,506,853,909
96,512,528,656
96,536,570,698
96,576,768,864
96,636,1528,1564
96,648,1088,1160
96,688,1272,1336
96,788,1516,1584
96,816,1920,1968
96,930,1005,1221
96,1152,1184,1472
96,1371,1437,1770
97,269,1061,1067
97,320,415,472
97,333,389,459
97,359,1616,1622
97,582,776,873
97,696,830,969
97,822,830,1041
98,136,207,231
98,160,526,532
98,161,490,497
98,168,204,242
98,196,238,280
98,244,924,930
98,304,623,647
98,309,955,966
98,588,784,882
98,756,798,980
98,833,1960,2009
98,1323,1848,2051
99,132,165,198
99,135,243,261
99,200,349,372
99,210,276,315
99,236,349,384
99,330,594,627
99,376,837,862
99,390,533,596
99,563,951,1013
99,594,792,891
99,605,1276,1320
99,776,925,1080
99,1188,1221,1518
100,122,128,170
100,124,344,352
100,134,432,438
100,148,194,226
100,152,348,360
100,173,827,830
100,192,296,324
100,213,323,354
100,233,1230,1233
100,242,447,471
100,270,395,435
100,272,760,772
100,344,514,562
100,346,998,1012
100,368,570,618
100,368,668,704
100,425,550,625
100,545,1895,1910
100,565,632,757
100,591,1034,1095
100,600,800,900
100,755,1765,1810
100,850,2000,2050
101,178,219,258
101,211,758,764
101,243,1600,1602
101,484,1587,1602
101,488,730,797
101,606,808,909
101,730,866,1013
101,890,931,1148
101,1017,1977,2063
101,1478,1963,2210
102,117,195,216
102,136,170,204
102,157,192,229
102,164,954,956
102,194,279,311
102,227,277,324
102,240,516,534
102,304,380,438
102,340,612,646
102,342,1062,1074
102,369,519,576
102,464,922,960
102,487,1104,1135
102,544,561,697
102,549,907,970
102,577,863,942
102,612,816,918
102,860,876,1094
102,890,1452,1556
102,922,1472,1584
102,941,1291,1440
102,1146,1644,1812
102,1224,1258,1564
103,115,659,661
103,140,204,231
103,204,672,679
103,618,824,927
103,824,1782,1839
103,1101,1227,1471
104,150,429,437
104,220,312,348
104,408,832,864
104,442,572,650
104,514,1367,1391
104,520,968,1016
104,624,832,936
104,1248,1588,1812
104,1311,1761,1976
105,140,175,210
105,196,290,321
105,210,255,300
105,215,420,440
105,230,940,945
105,231,606,618
105,294,343,406
105,350,630,665
105,574,623,756
105,630,840,945
105,798,1610,1673
105,810,855,1050
105,876,1624,1705
105,919,1980,2044
105,1260,1295,1610
105,1491,1967,2219
106,116,388,394
106,185,335,356
106,227,229,292
106,269,670,685
106,306,582,610
106,636,848,954
107,108,136,171
107,209,337,365
107,230,277,326
107,280,922,931
107,292,362,419
107,306,381,440
107,642,856,963
107,706,890,1019
107,766,813,996
107,909,1180,1338
107,1018,1245,1440
107,1252,1542,1779
107,1594,1845,2178
108,109,150,181
108,114,126,168
108,114,183,207
108,120,148,184
108,142,165,205
108,144,180,216
108,160,326,342
108,163,170,219
108,171,477,486
108,184,788,792
108,197,768,773
108,199,1745,1746
108,256,1224,1228
108,267,365,410
108,279,918,927
108,304,774,790
108,326,408,470
108,360,648,684
108,366,956,974
108,400,1158,1174
108,424,603,667
108,441,1023,1050
108,459,594,675
108,576,594,738
108,648,864,972
108,660,1392,1440
108,726,1002,1116
108,729,1224,1305
108,774,1431,1503
108,928,1268,1416
108,1002,1158,1368
108,1296,1332,1656
108,1624,1652,2064
108,1686,1754,2168
109,170,475,484
109,293,437,479
109,602,840,933
109,654,872,981
109,878,1195,1336
109,1088,1499,1670
110,150,270,290
110,226,592,604
110,255,270,335
110,256,1000,1006
110,285,1275,1280
110,375,700,735
110,394,417,513
110,562,1564,1588
110,660,880,990
110,787,1502,1571
110,1182,1285,1557
